,YOB,Income,Lon,Lat,Apl_Year,gender,Accepted
1375,1931,9080,-95,29,2016,0,True
1376,2001,5375,-84,37,2018,1,False
1377,1986,3813,-99,42,2017,1,True
1378,1933,7042,-87,42,2016,1,True
1379,1919,1216,-97,38,2018,0,True
1380,1971,7014,-90,26,2016,0,False
1381,1927,1070,-90,37,2016,1,True
1382,1912,8779,-82,28,2016,1,True
1383,1994,5612,-84,38,2016,1,False
1384,1917,3775,-94,42,2017,1,True
1385,1982,2211,-84,29,2017,1,True
1386,1998,4184,-86,38,2017,1,False
1387,1973,7329,-90,29,2016,0,False
1388,1940,9882,-95,24,2017,1,False
1389,1917,4667,-99,28,2018,0,True
1390,1937,1784,-95,37,2016,0,False
1391,1925,4282,-99,26,2017,0,True
1392,1994,3704,-86,42,2016,0,False
1393,1973,6364,-90,24,2017,0,True
1394,1980,2737,-99,26,2018,1,True
1395,1939,9568,-99,38,2016,1,False
1396,1948,5981,-87,25,2016,1,False
1397,2013,3909,-86,37,2016,1,True
1398,1998,7628,-99,37,2016,0,False
1399,1938,6832,-81,46,2016,1,False
1400,2011,7532,-87,37,2018,1,True
1401,1932,9898,-99,38,2018,0,False
1402,1934,6426,-87,37,2018,0,False
1403,1955,1368,-87,24,2017,0,True
1404,1915,6789,-99,28,2016,0,True
1405,1918,8136,-86,38,2017,1,True
1406,1961,7224,-87,37,2018,1,False
1407,1972,5048,-90,26,2017,0,False
1408,1947,4920,-84,46,2016,1,False
1409,2012,2555,-97,21,2017,1,True
1410,2010,5889,-99,42,2016,1,False
1411,1912,4628,-82,38,2018,0,False
1412,1929,9799,-97,24,2016,1,True
1413,1911,2414,-84,37,2017,1,True
1414,1915,8145,-90,46,2016,1,True
1415,2009,5375,-87,21,2018,1,True
1416,2014,8524,-97,29,2018,0,False
1417,2013,9473,-87,38,2016,0,False
1418,2006,8411,-81,25,2018,1,False
1419,1930,3705,-99,37,2017,1,False
1420,1964,3708,-81,46,2016,1,False
1421,1932,2965,-84,21,2016,0,False
1422,1982,2000,-82,38,2018,1,True
1423,1922,7135,-81,26,2017,0,False
1424,2015,8162,-90,28,2016,0,False
1425,1997,6788,-90,24,2018,0,False
1426,1972,9803,-94,29,2017,0,False
1427,2001,1606,-99,37,2017,1,False
1428,1969,3501,-86,24,2016,1,True
1429,1990,2560,-84,21,2016,1,True
1430,2015,6774,-81,46,2018,0,True
1431,1968,6632,-84,37,2018,0,False
1432,1987,9150,-94,24,2016,0,False
1433,1957,4763,-82,46,2017,1,False
1434,1929,3195,-84,37,2016,1,True
1435,1988,6513,-95,29,2018,1,False
1436,2010,8113,-82,38,2018,0,False
1437,1943,8662,-81,46,2017,0,False
1438,1988,7179,-84,29,2017,0,False
1439,1920,1148,-84,38,2017,0,True
1440,1996,5052,-81,38,2016,1,False
1441,1920,7642,-95,42,2016,0,False
1442,1985,3307,-87,26,2017,1,False
1443,1921,4381,-86,26,2016,0,True
1444,1970,1774,-84,46,2018,0,False
1445,1912,8075,-94,24,2017,1,True
1446,1936,8211,-81,25,2016,0,False
1447,1966,4670,-84,28,2017,0,False
1448,1995,1233,-99,28,2018,1,True
1449,1944,7221,-84,25,2016,0,False
1450,1931,9497,-90,37,2018,1,False
1451,1985,2900,-95,26,2017,1,False
1452,1916,3491,-97,38,2016,0,True
1453,1916,5541,-97,26,2017,0,True
1454,1911,4937,-84,26,2018,1,True
1455,1941,1531,-97,38,2017,0,True
1456,1971,8252,-94,38,2017,0,False
1457,1917,8716,-87,46,2016,0,False
1458,1949,1343,-82,21,2016,0,False
1459,1982,9584,-84,46,2016,1,False
1460,1991,7535,-84,24,2017,0,False
1461,1953,3559,-99,25,2018,1,False
1462,2012,4816,-97,29,2016,1,True
1463,1987,2731,-94,37,2017,0,True
1464,2015,9088,-86,46,2016,1,True
1465,1945,8616,-97,46,2018,1,False
1466,1994,3903,-94,38,2016,1,True
1467,1950,8121,-87,42,2017,0,False
1468,1978,2049,-97,24,2016,1,True
1469,1971,5541,-97,37,2018,1,False
1470,1991,5070,-82,38,2018,1,False
1471,1965,8449,-90,46,2017,1,False
1472,1921,9921,-94,28,2017,0,True
1473,1971,8928,-97,46,2017,0,False
1474,1911,8380,-97,25,2017,1,True
1475,1947,1495,-90,29,2016,1,True
1476,1915,3813,-95,38,2016,1,True
1477,1936,5732,-97,24,2018,1,True
1478,1910,5912,-90,26,2017,0,False
1479,1954,5641,-95,42,2018,1,False
1480,1969,8291,-84,26,2016,0,False
1481,1990,3398,-94,21,2017,0,True
1482,1978,6393,-81,24,2017,0,False
1483,1940,7722,-99,37,2018,0,False
1484,1963,1448,-87,42,2017,1,True
1485,1948,1646,-84,25,2016,0,False
1486,1977,2359,-94,37,2017,1,True
1487,1921,5949,-82,38,2017,1,True
1488,2013,6442,-90,24,2017,0,True
1489,2013,1896,-95,37,2017,0,True
1490,1989,7391,-81,42,2018,0,False
1491,1963,5061,-99,29,2016,0,False
1492,1982,8342,-95,21,2018,1,False
1493,1926,5516,-81,29,2017,1,True
1494,1925,7365,-81,21,2016,0,False
1495,1953,7363,-97,25,2018,1,False
1496,1920,3812,-86,37,2018,0,True
1497,1942,2040,-81,28,2018,0,True
1498,1920,3370,-97,25,2017,1,True
1499,1920,2748,-90,26,2016,0,True
1500,2013,6755,-95,24,2017,1,True
1501,1989,2294,-94,25,2018,1,True
1502,1962,4254,-82,42,2018,0,False
1503,1917,7485,-99,38,2017,0,False
1504,1964,1690,-97,28,2017,0,False
1505,1955,9956,-90,38,2017,1,False
1506,1952,1210,-94,26,2018,0,False
1507,1943,7694,-99,28,2018,1,False
1508,1942,2942,-82,21,2017,0,False
1509,1937,7597,-97,38,2017,1,True
1510,1923,8258,-90,46,2017,1,True
1511,1938,4426,-87,37,2016,1,True
1512,1918,5003,-90,46,2016,0,True
1513,2008,6918,-86,26,2017,0,True
1514,2006,2364,-90,46,2017,1,True
1515,1911,5378,-95,38,2016,0,True
1516,1986,5361,-81,46,2018,0,True
1517,1997,4372,-86,24,2018,0,True
1518,1980,9843,-94,24,2017,0,False
1519,1991,7479,-82,38,2017,1,True
1520,1934,2676,-99,25,2017,1,False
1521,1968,9353,-81,42,2016,0,False
1522,1998,7209,-95,29,2016,0,False
1523,1992,9516,-95,26,2017,1,False
1524,1938,9866,-82,38,2017,1,False
1525,1928,8908,-97,46,2016,1,False
1526,1940,8912,-81,24,2018,0,False
1527,1914,2747,-81,38,2017,0,True
1528,1946,2919,-94,25,2017,0,False
1529,1995,5313,-97,26,2016,0,False
1530,1948,8356,-95,26,2018,1,False
1531,1991,8479,-99,29,2017,1,False
1532,2016,2951,-81,25,2016,1,True
1533,1944,2271,-99,26,2017,1,False
1534,1929,7303,-87,42,2017,0,False
1535,1936,4510,-86,26,2016,1,False
1536,2006,6726,-82,28,2018,0,False
1537,1982,9226,-82,25,2017,0,False
1538,1963,3119,-97,38,2018,1,False
1539,1964,8994,-95,38,2017,0,False
1540,1997,4648,-82,29,2018,1,True
1541,1927,6832,-81,25,2017,0,False
1542,1941,7571,-97,25,2016,1,True
1543,2013,8953,-84,24,2018,1,True
1544,2006,7347,-90,21,2018,0,False
1545,1973,1449,-99,25,2017,1,True
1546,1977,3802,-81,28,2017,1,True
1547,1999,4052,-99,25,2016,1,False
1548,1976,1078,-99,26,2016,1,True
1549,1938,5743,-84,26,2018,0,False
1550,2016,2586,-82,21,2018,1,False
1551,1938,8675,-90,37,2018,0,False
1552,1950,1384,-86,46,2018,1,False
1553,1964,6920,-95,25,2017,1,False
1554,2001,4537,-94,25,2018,1,False
1555,1971,5774,-97,28,2018,1,False
1556,1994,1704,-81,42,2016,1,False
1557,2015,5414,-90,24,2017,0,True
1558,1942,3131,-82,21,2017,1,True
1559,1945,5197,-94,38,2016,1,True
1560,1979,3120,-99,42,2016,1,True
1561,1986,7618,-81,29,2018,1,False
1562,1987,8654,-94,42,2016,1,False
1563,1922,5459,-81,46,2017,0,True
1564,1937,4010,-99,21,2016,0,False
1565,1958,7236,-99,26,2017,0,False
1566,1918,3233,-82,46,2017,0,True
1567,2000,2403,-87,29,2018,1,True
1568,1992,3568,-99,46,2018,1,True
1569,2001,2238,-99,21,2018,1,True
1570,1938,4252,-82,29,2017,0,True
1571,1960,8510,-81,37,2016,0,False
1572,2008,3492,-86,42,2017,0,True
1573,1985,2099,-99,26,2016,0,True
1574,1968,3985,-84,37,2018,0,False
1575,1986,6921,-90,28,2016,0,False
1576,1984,4274,-82,28,2018,1,True
1577,1983,3518,-87,24,2016,0,True
1578,1940,1838,-81,21,2018,0,True
1579,1925,6278,-86,37,2018,1,True
1580,1938,5833,-81,29,2018,1,True
1581,1945,7047,-99,42,2016,0,False
1582,1971,5802,-99,37,2017,0,False
1583,2001,9672,-82,37,2018,1,True
1584,1922,2608,-87,26,2016,0,True
1585,1919,3337,-99,24,2018,1,False
1586,1944,6074,-90,46,2017,1,False
1587,1975,1564,-81,46,2016,1,True
1588,1961,7078,-86,21,2017,0,True
1589,1924,1983,-94,37,2016,1,True
1590,1937,9491,-94,38,2016,1,False
1591,1982,9868,-94,26,2017,1,False
1592,2012,3420,-95,28,2018,0,True
1593,1911,5524,-94,28,2017,0,True
1594,1969,7718,-90,28,2016,0,False
1595,1940,1102,-94,26,2017,0,True
1596,1969,7931,-95,29,2016,1,False
1597,1945,7464,-87,24,2017,1,False
1598,1980,7368,-82,46,2017,1,False
1599,1973,9859,-81,29,2016,1,False
1600,1968,6403,-97,29,2016,0,False
1601,1961,4101,-99,42,2018,1,True
1602,1994,2683,-82,29,2018,0,True
1603,1931,2054,-90,26,2017,0,True
1604,1996,3486,-90,21,2018,0,False
1605,1931,4017,-82,24,2016,0,True
1606,2015,4301,-99,21,2016,1,True
1607,1964,3114,-81,38,2017,1,True
1608,2007,4305,-87,38,2017,0,False
1609,1986,6732,-99,37,2018,0,False
1610,1934,9197,-97,24,2018,0,False
1611,1938,6382,-86,38,2017,1,True
1612,1934,5563,-82,25,2018,1,False
1613,2015,7148,-86,46,2017,1,False
1614,2006,8240,-87,42,2018,1,False
1615,1939,4697,-99,26,2016,0,False
1616,1961,9164,-87,26,2018,1,False
1617,1924,2784,-97,25,2017,1,True
1618,1913,5578,-84,29,2017,0,True
1619,1920,9423,-86,26,2018,1,True
1620,1945,4837,-84,26,2017,1,True
1621,2008,1590,-87,37,2017,1,False
1622,1933,9083,-95,46,2016,1,False
1623,1947,7925,-82,38,2018,0,False
1624,1923,4350,-87,38,2016,1,True
1625,2008,1292,-84,21,2017,0,True
1626,1936,4948,-87,29,2017,0,True
1627,1933,4446,-86,21,2016,0,True
1628,1989,8134,-97,26,2017,0,False
1629,1981,2231,-81,28,2018,1,True
1630,1933,8146,-99,46,2018,0,True
1631,1979,8768,-81,29,2018,1,True
1632,1917,6753,-94,37,2017,0,True
1633,1974,2959,-94,21,2017,1,True
1634,1956,6168,-86,29,2016,0,False
1635,1938,7232,-87,29,2017,0,True
1636,1974,6011,-94,42,2016,0,True
1637,1969,5971,-86,46,2018,0,False
1638,2008,2882,-95,21,2017,1,True
1639,1929,8453,-99,26,2017,0,True
1640,1958,6571,-99,21,2017,0,False
1641,1959,1204,-81,29,2016,0,True
1642,1973,1669,-81,28,2016,1,True
1643,2001,8931,-87,25,2017,1,True
1644,1923,6742,-86,37,2018,1,True
1645,1944,7547,-86,38,2017,1,False
1646,1949,1399,-94,26,2017,0,True
1647,1923,7835,-94,26,2016,0,False
1648,1956,6991,-84,28,2018,0,False
1649,1964,5788,-81,46,2016,0,False
1650,1937,2124,-95,25,2017,1,True
1651,1994,2411,-84,26,2018,1,True
1652,1957,7918,-87,25,2017,1,False
1653,2001,1747,-90,46,2016,1,True
1654,1920,1264,-84,28,2018,0,True
1655,1914,6235,-84,24,2016,1,True
1656,1949,2922,-81,26,2017,1,False
1657,1983,7052,-94,25,2017,0,False
1658,1925,4241,-94,24,2016,1,False
1659,1929,7463,-95,38,2016,0,False
1660,1960,6723,-84,38,2018,1,False
1661,1916,1238,-97,24,2017,1,True
1662,1971,3405,-81,25,2016,0,True
1663,1998,9333,-95,21,2016,0,False
1664,1947,4954,-87,38,2018,1,True
1665,1981,2989,-94,21,2016,0,False
1666,2005,5068,-99,21,2016,0,False
1667,2009,1835,-86,21,2018,1,True
1668,1956,8333,-81,24,2016,0,False
1669,1943,3506,-97,25,2018,1,True
1670,1964,5092,-90,29,2016,1,False
1671,1957,1660,-82,25,2016,1,True
1672,1974,8517,-84,46,2016,0,False
1673,2005,6088,-99,24,2017,0,True
1674,2008,9421,-99,38,2018,0,False
1675,2006,8771,-87,46,2017,0,False
1676,2015,7853,-82,42,2017,0,True
1677,2007,2931,-86,42,2017,1,True
1678,1921,6791,-86,37,2016,0,False
1679,1918,1024,-97,24,2018,0,True
1680,2004,2588,-82,42,2016,1,True
1681,1930,2365,-86,21,2018,1,True
1682,2010,6091,-94,37,2018,0,False
1683,1943,4631,-90,26,2018,1,True
1684,1934,8111,-97,29,2017,1,False
1685,1917,4509,-87,37,2016,1,True
1686,1977,9725,-97,25,2017,0,False
1687,1948,7628,-90,24,2018,1,False
1688,1931,7060,-95,28,2017,0,False
1689,1951,2756,-86,38,2017,0,True
1690,1944,7475,-86,29,2016,1,False
1691,2002,9993,-95,42,2018,0,False
1692,1970,1836,-82,38,2017,1,False
1693,1927,7638,-87,24,2017,0,False
1694,2001,6724,-94,24,2017,0,False
1695,1973,9058,-97,25,2018,1,False
1696,2006,3086,-84,25,2016,1,False
1697,1936,5933,-81,42,2017,1,True
1698,1990,7181,-90,29,2018,1,True
1699,1955,7546,-94,37,2017,0,False
1700,1932,8711,-99,28,2018,0,False
1701,1954,9793,-90,42,2018,0,False
1702,2003,8806,-90,46,2016,1,False
1703,1945,9435,-86,46,2017,0,False
1704,1955,1201,-82,37,2018,1,False
1705,1957,6970,-81,21,2016,1,False
1706,1931,8060,-81,28,2016,0,False
1707,1963,6394,-94,46,2017,0,False
1708,1952,4907,-97,46,2018,1,False
1709,1932,6360,-82,46,2017,0,True
1710,1950,8733,-81,38,2017,0,False
1711,1910,6494,-86,46,2016,1,True
1712,2016,1657,-95,28,2018,0,True
1713,1930,8991,-87,29,2018,1,False
1714,1938,8798,-87,25,2017,1,False
1715,2015,5026,-94,21,2018,0,True
1716,2010,8329,-99,29,2018,1,False
1717,1991,3789,-90,28,2017,0,True
1718,1975,2812,-81,37,2018,0,True
1719,1949,7051,-97,24,2016,0,False
1720,1919,4032,-81,28,2016,1,True
1721,1953,8726,-82,25,2018,1,True
1722,2005,5029,-82,21,2018,0,True
1723,1930,7454,-90,38,2017,0,False
1724,1921,9732,-90,42,2016,0,False
1725,1994,5853,-99,37,2018,0,True
1726,1972,2977,-99,38,2016,1,True
1727,1988,2006,-94,46,2018,0,True
1728,1941,3170,-82,21,2017,1,True
1729,1945,9916,-94,37,2018,0,False
1730,1995,4845,-81,46,2017,0,False
1731,1954,4140,-99,29,2017,0,False
1732,1959,5051,-81,24,2016,1,True
1733,2005,8775,-97,25,2016,1,False
1734,1935,7951,-81,38,2016,1,True
1735,1987,2946,-95,37,2018,1,False
1736,1993,2949,-97,46,2016,1,True
1737,1999,9977,-84,26,2016,1,True
1738,1986,5558,-84,28,2016,1,True
1739,1967,4426,-90,37,2017,0,False
1740,1961,7862,-97,25,2018,1,False
1741,1937,5507,-95,46,2016,0,False
1742,1983,4331,-99,26,2017,1,False
1743,1963,1743,-84,21,2017,1,True
1744,1920,3828,-90,42,2017,1,True
1745,1981,3901,-90,29,2016,1,True
1746,1959,2613,-81,46,2018,1,True
1747,1982,2661,-94,28,2017,1,True
1748,1984,1121,-86,24,2018,0,False
1749,1953,8870,-81,37,2018,0,False
1750,1916,2184,-94,21,2017,0,True
1751,1922,3551,-87,28,2016,1,True
1752,1950,5467,-86,46,2018,0,False
1753,1927,7171,-82,38,2017,0,True
1754,1943,5403,-97,42,2017,0,False
1755,1953,7907,-84,28,2016,0,False
1756,2004,8870,-81,21,2016,1,False
1757,1991,1344,-81,37,2017,1,True
1758,1978,1461,-82,21,2016,0,True
1759,1984,3948,-95,26,2018,0,True
1760,1933,9545,-84,28,2017,1,True
1761,1986,6669,-97,42,2017,0,False
1762,1980,3976,-86,42,2017,0,True
1763,1957,8402,-81,25,2016,0,False
1764,1965,6170,-86,42,2017,1,False
1765,1937,9813,-95,42,2016,1,True
1766,1919,4428,-97,28,2017,0,True
1767,1968,2728,-94,25,2016,1,False
1768,1927,9093,-95,37,2016,1,False
1769,1941,3131,-97,25,2017,1,True
1770,2009,8463,-81,38,2018,0,False
1771,1994,5237,-87,42,2017,1,True
1772,2004,1394,-81,24,2017,0,False
1773,1949,4996,-95,25,2018,1,True
1774,1980,1723,-94,21,2016,1,True
1775,1910,7094,-94,21,2016,1,True
1776,1992,5761,-97,21,2017,0,False
1777,1950,3582,-90,37,2016,0,False
1778,1944,4114,-95,42,2017,1,True
1779,1978,2763,-95,42,2018,1,True
1780,1982,7225,-84,26,2017,1,True
1781,1990,7515,-99,37,2016,1,True
1782,1997,3421,-82,26,2016,1,False
1783,1976,6648,-97,29,2018,0,True
1784,1917,2149,-95,26,2018,1,False
1785,1988,5917,-95,21,2016,0,False
1786,2000,5784,-84,29,2016,0,True
1787,1965,2069,-81,21,2017,0,False
1788,1945,2266,-84,25,2018,1,True
1789,1992,6728,-94,46,2018,1,False
1790,2014,6302,-95,25,2018,1,False
1791,1987,9559,-95,21,2017,1,False
1792,1982,7544,-82,26,2016,1,False
1793,1978,4553,-84,37,2018,1,False
1794,1950,6257,-95,26,2018,0,True
1795,1921,2377,-97,25,2018,0,True
1796,2016,3834,-95,46,2018,1,True
1797,1973,7666,-90,42,2018,1,False
1798,1999,9880,-84,26,2016,1,True
1799,1992,9862,-81,26,2017,0,True
1800,1912,8962,-94,26,2016,1,False
1801,1985,9662,-95,28,2016,1,False
1802,1972,8273,-84,21,2017,1,False
1803,2007,1349,-95,42,2016,0,True
1804,1995,8121,-95,37,2016,1,False
1805,1955,7862,-97,46,2017,1,True
1806,1927,8269,-82,29,2017,1,True
1807,1924,1471,-99,37,2016,0,True
1808,2008,4154,-95,38,2017,1,True
1809,1990,8397,-84,21,2016,0,False
1810,1918,1515,-94,28,2016,1,True
1811,1982,1818,-90,24,2016,1,False
1812,1911,9485,-94,46,2016,0,True
1813,1932,5815,-90,37,2016,1,True
1814,1926,5875,-82,38,2016,0,False
1815,1989,2307,-95,38,2017,1,True
1816,1977,8690,-86,42,2018,1,True
1817,1913,9200,-90,25,2016,0,False
1818,1914,9644,-99,26,2016,1,False
1819,1954,3171,-84,42,2017,1,False
1820,1945,8990,-87,24,2017,1,False
1821,1916,5316,-95,29,2018,0,True
1822,1951,3862,-97,21,2017,1,True
1823,2000,3446,-87,26,2017,1,True
1824,2013,4837,-86,24,2017,0,False
1825,1994,3234,-84,46,2018,0,True
1826,1917,7646,-95,38,2018,0,True
1827,2010,1292,-94,29,2017,1,True
1828,1936,4243,-87,37,2016,0,True
1829,1973,4829,-90,28,2016,0,False
1830,1931,4868,-84,46,2016,0,False
1831,1983,5575,-97,25,2016,1,True
1832,1934,8451,-94,46,2016,0,False
1833,1975,7702,-84,28,2016,0,False
1834,1985,8956,-86,26,2016,0,False
1835,1974,7552,-97,29,2016,1,True
1836,1968,2923,-84,28,2018,0,False
1837,2015,3408,-97,37,2018,1,True
1838,1954,6532,-94,26,2018,0,False
1839,1972,2116,-94,21,2017,0,True
1840,1923,5091,-87,26,2016,0,True
1841,1982,5824,-81,38,2016,0,False
1842,1956,9248,-97,46,2018,1,True
1843,1954,5738,-94,28,2017,1,False
1844,1939,4022,-95,46,2016,0,True
1845,1919,4518,-84,38,2016,1,True
1846,2015,4034,-97,46,2018,0,True
1847,1955,5054,-94,42,2018,0,False
1848,2006,4253,-87,26,2018,1,False
1849,1988,7629,-97,26,2018,0,False
1850,2009,5014,-90,26,2018,1,False
1851,1941,9682,-81,24,2018,1,False
1852,1933,1704,-86,46,2016,0,True
1853,1927,2181,-86,26,2017,1,True
1854,2001,4307,-99,38,2016,0,True
1855,1956,2808,-87,25,2018,0,True
1856,1980,5233,-90,38,2016,0,False
1857,1939,5277,-87,26,2016,0,False
1858,1972,5762,-82,38,2018,0,False
1859,1961,8505,-82,38,2017,1,False
1860,1980,5799,-95,42,2016,1,True
1861,1991,9308,-84,26,2017,1,False
1862,1987,6959,-99,42,2016,1,False
1863,1941,7004,-97,38,2016,1,False
1864,1947,6667,-90,26,2016,1,False
1865,1974,2580,-97,42,2017,0,True
1866,1966,6530,-90,37,2017,0,False
1867,1959,2860,-84,26,2016,0,False
1868,1926,7624,-90,21,2018,0,True
1869,2009,1787,-95,29,2016,0,False
1870,1950,3447,-97,24,2016,0,False
1871,1928,9925,-87,37,2016,1,True
1872,2014,2496,-94,26,2016,0,True
1873,1913,6768,-84,29,2018,0,True
1874,2004,4347,-95,42,2018,1,False
1875,1937,2855,-97,28,2018,0,True
1876,1972,8053,-94,25,2017,1,False
1877,1954,6831,-87,46,2016,0,False
1878,1930,6916,-95,37,2018,0,False
1879,1943,2573,-99,26,2018,1,True
1880,1984,7752,-87,38,2018,1,True
1881,2010,5691,-81,46,2018,1,True
1882,1933,6016,-84,42,2016,0,True
1883,1989,4345,-94,38,2018,0,True
1884,1916,7803,-97,25,2017,0,True
1885,1943,7809,-87,37,2017,1,False
1886,1937,9391,-97,24,2018,1,True
1887,1916,5172,-95,26,2017,1,True
1888,2013,1044,-81,28,2016,1,True
1889,1925,6653,-94,26,2018,0,False
1890,1912,3604,-84,29,2018,1,True
1891,1985,9396,-97,21,2018,1,False
1892,2007,4213,-82,28,2017,0,False
1893,1988,6543,-84,37,2018,0,True
1894,1938,9364,-97,37,2017,0,False
1895,1954,4810,-99,37,2016,0,False
1896,1927,5667,-87,24,2018,1,True
1897,1989,5997,-94,38,2018,1,False
1898,2013,7376,-97,46,2016,1,False
1899,2016,6375,-94,38,2018,1,True
1900,1995,3404,-81,26,2018,0,True
1901,1911,9145,-86,28,2018,0,True
1902,2013,6368,-95,21,2017,1,True
1903,2014,7479,-86,29,2018,0,False
1904,1995,1277,-90,38,2016,1,True
1905,2011,7107,-95,28,2017,1,True
1906,1941,8124,-86,24,2016,1,False
1907,1957,9062,-81,37,2018,0,False
1908,1964,4190,-84,24,2016,1,False
1909,1975,5607,-81,21,2016,1,False
1910,1932,1991,-84,26,2016,1,True
1911,1952,2684,-81,28,2018,0,False
1912,1949,4661,-86,24,2017,0,False
1913,1933,5379,-90,26,2017,0,True
1914,1984,8954,-84,26,2018,1,False
1915,1993,5824,-87,24,2018,1,True
1916,1959,8829,-86,25,2016,0,False
1917,1959,8129,-86,38,2016,0,False
1918,1935,9772,-86,25,2016,0,False
1919,1972,8700,-94,21,2016,1,False
1920,1986,6280,-94,26,2017,0,False
1921,1924,6186,-82,25,2018,1,True
1922,2013,2483,-86,24,2018,1,True
1923,1973,2864,-87,24,2017,1,True
1924,1955,6976,-86,46,2017,1,False
1925,1910,1486,-84,29,2016,1,True
1926,1929,3770,-97,28,2017,0,True
1927,1972,4895,-82,21,2017,0,True
1928,1910,6866,-99,25,2018,0,False
1929,2008,1648,-84,28,2017,0,True
1930,1973,9145,-81,29,2018,0,False
1931,1985,8279,-99,28,2017,1,False
1932,1985,8563,-90,29,2016,1,False
1933,1974,7395,-87,42,2018,0,False
1934,1993,2784,-87,42,2017,1,True
1935,2012,7007,-95,42,2018,1,False
1936,1936,8480,-86,42,2016,0,True
1937,1923,4777,-95,26,2017,1,True
1938,1951,9250,-81,29,2016,1,False
1939,1993,6637,-95,24,2018,0,False
1940,1961,5844,-81,24,2017,1,False
1941,1983,6020,-82,26,2016,0,True
1942,2001,5851,-97,25,2017,0,True
1943,2004,2727,-81,46,2017,1,False
1944,1918,2492,-81,21,2017,1,True
1945,1928,6042,-84,29,2018,1,False
1946,2008,1911,-82,26,2016,0,True
1947,1944,1952,-90,25,2017,1,True
1948,1972,6218,-99,25,2018,1,False
1949,1945,8741,-97,37,2016,1,False
1950,2015,9778,-86,24,2017,0,True
1951,1968,1907,-86,38,2018,1,False
1952,1954,1887,-97,29,2017,1,True
1953,1977,6462,-84,42,2016,1,True
1954,2004,2003,-81,21,2018,1,True
1955,1935,3917,-84,21,2017,0,False
1956,1971,6346,-86,29,2016,0,False
1957,1947,8891,-94,46,2016,1,False
1958,1968,2207,-81,42,2017,0,True
1959,2003,6636,-90,26,2018,1,False
1960,2001,2629,-94,29,2016,0,True
1961,1922,4894,-90,26,2018,0,True
1962,1988,7740,-90,25,2018,1,False
1963,2002,2896,-99,28,2016,0,True
1964,1957,3873,-99,46,2017,1,True
1965,1995,9549,-84,42,2017,1,False
1966,2000,1135,-90,46,2016,1,True
1967,1921,6697,-86,25,2017,1,False
1968,1933,8394,-87,37,2016,1,False
1969,1916,3911,-87,37,2017,0,True
1970,1929,6403,-95,26,2016,1,False
1971,1968,7154,-81,28,2016,0,False
1972,1914,9644,-95,29,2017,1,True
1973,1956,4850,-86,26,2018,1,True
1974,1997,8082,-97,28,2016,1,True
1975,1988,4833,-99,21,2016,0,False
1976,1922,6454,-82,29,2017,1,True
1977,1939,2182,-81,38,2017,1,True
1978,1979,3748,-90,37,2017,1,True
1979,1920,8354,-97,46,2016,1,False
1980,1947,9808,-90,42,2016,1,False
1981,2012,1303,-90,46,2018,1,True
1982,1960,1254,-99,28,2018,0,False
1983,1957,9688,-95,37,2018,0,False
1984,1938,1676,-90,25,2018,1,True
1985,1987,4670,-87,21,2016,1,True
1986,1937,9939,-81,21,2016,1,False
1987,1919,1638,-97,38,2017,0,True
1988,1946,8927,-81,25,2016,1,False
1989,2006,6380,-82,38,2016,1,False
1990,1939,7352,-87,37,2017,0,False
1991,1922,3852,-86,42,2018,1,True
1992,2003,3227,-95,26,2018,1,True
1993,1990,4755,-81,37,2017,1,True
1994,1922,6798,-86,24,2018,0,True
1995,1983,9033,-81,38,2016,0,False
1996,1919,5289,-99,38,2018,0,False
1997,1928,2952,-86,26,2017,1,True
1998,1986,8061,-97,21,2018,1,True
1999,1929,9620,-84,29,2016,0,True
2000,2004,1611,-87,42,2017,1,False
2001,1973,7531,-82,21,2018,1,True
2002,1994,7729,-81,21,2017,1,False
2003,2000,6289,-95,29,2017,0,True
2004,1913,4517,-84,37,2017,0,True
2005,2006,3826,-87,28,2017,0,False
2006,1927,1401,-84,29,2018,1,True
2007,1941,1638,-97,24,2018,1,True
2008,1981,1186,-99,37,2016,0,True
2009,1911,9657,-97,42,2017,1,True
2010,2003,9481,-99,29,2018,0,False
2011,1921,9647,-84,26,2017,0,True
2012,1997,1860,-90,26,2017,1,True
2013,1967,7691,-86,46,2018,0,False
2014,1919,1869,-99,46,2017,0,False
2015,1945,4938,-87,28,2017,0,True
2016,1941,7326,-95,38,2017,0,False
2017,1920,7862,-81,42,2018,1,False
2018,2016,7477,-90,37,2017,1,True
2019,2003,5941,-82,29,2016,1,False
2020,1915,5570,-84,21,2016,0,True
2021,1925,1164,-87,25,2017,1,True
2022,2006,8257,-97,42,2017,0,False
2023,1923,7382,-97,28,2016,0,False
2024,1928,7248,-86,26,2016,0,False
2025,1963,5029,-87,46,2017,0,False
2026,1968,5096,-90,24,2018,1,False
2027,1923,4595,-81,28,2016,0,True
2028,2015,3079,-86,28,2018,0,True
2029,1999,3090,-84,28,2016,0,True
2030,1968,4265,-94,25,2017,0,False
2031,1982,3384,-81,38,2017,1,True
2032,1992,2709,-97,38,2016,0,True
2033,1967,9657,-86,21,2018,1,False
2034,1928,1242,-95,26,2018,1,True
2035,1928,9061,-82,21,2016,1,True
2036,1952,3416,-87,26,2016,0,False
2037,2003,8875,-95,21,2017,1,False
2038,2002,2756,-81,24,2018,1,False
2039,1953,4346,-97,21,2017,1,True
